Date,Time,Strategy,Strategy_Name,Symbol,Signal,CMP,Entry,SL,T1,T2,RR,Confidence,SQI,SQI_Grade,RS,Sector,Regime,Regime_Score,Regime_Fit,Data_Quality,Status,Exit_Date,Exit_Price,Exit_Reason,PnL_Pct
2026-08-06,12:50,EMA21_Bounce,21 EMA Bounce,APOLLOHOSP,BUY,8974.5,8974.5,8800.24,9691.38,10851.38,8.0,55,49.5,WEAK,70.0,Healthcare,DISTRIBUTION,1,BLOCKED,OK,STOPPED,2026-08-11,8800.24,Stop Loss Hit,-1.94
2026-08-06,12:50,EMA21_Bounce,21 EMA Bounce,BIOCON,BUY,436.6,436.6,416.74,466.39,486.25,2.5,55,44.1,WEAK,63.0,Healthcare,DISTRIBUTION,1,BLOCKED,OK,STOPPED,2026-08-13,416.74,Stop Loss Hit,-4.55
2026-08-06,12:50,EMA21_Bounce,21 EMA Bounce,PFC,BUY,418.0,418.0,408.84,431.74,440.9,2.5,45,43.2,WEAK,38.0,Financial Services,DISTRIBUTION,1,BLOCKED,OK,STOPPED,2026-08-10,408.84,Stop Loss Hit,-2.19
2026-08-06,12:50,EMA21_Bounce,21 EMA Bounce,INDUSINDBK,BUY,1016.2,1016.2,996.12,1046.32,1066.4,2.5,50,40.5,WEAK,74.0,Financial Services,DISTRIBUTION,1,BLOCKED,OK,OPEN,,,,
2026-08-06,12:50,EMA21_Bounce,21 EMA Bounce,GAIL,BUY,176.4,176.4,172.15,182.78,187.03,2.5,50,39.3,WEAK,66.0,Oil Gas & Consumable Fuels,DISTRIBUTION,1,BLOCKED,OK,STOPPED,2026-08-07,172.15,Stop Loss Hit,-2.41
2026-08-06,12:50,EMA21_Bounce,21 EMA Bounce,SUNPHARMA,BUY,1951.0,1951.0,1912.12,2046.9,2073.85,3.2,50,38.1,WEAK,58.0,Healthcare,DISTRIBUTION,1,BLOCKED,OK,OPEN,,,,
2026-08-06,12:50,EMA21_Bounce,21 EMA Bounce,MARICO,BUY,860.0,860.0,838.15,892.78,914.63,2.5,50,36.3,WEAK,54.0,Fast Moving Consumer Goods,DISTRIBUTION,1,BLOCKED,OK,OPEN,,,,
2026-08-06,12:50,EMA21_Bounce,21 EMA Bounce,GLENMARK,BUY,2270.0,2270.0,2203.29,2370.06,2436.77,2.5,50,33.2,WEAK,47.0,Healthcare,DISTRIBUTION,1,BLOCKED,OK,OPEN,,,,
2026-08-06,12:50,52WH_Breakout,52-Week High Breakout,SHRIRAMFIN,BUY,1141.0,1141.0,1106.19,1193.21,1305.91,4.7,37,46.9,WEAK,93.0,Financial Services,DISTRIBUTION,1,BLOCKED,OK,STOPPED,2026-08-10,1106.19,Stop Loss Hit,-3.05
2026-08-06,12:50,52WH_Breakout,52-Week High Breakout,CHOLAFIN,BUY,1940.0,1940.0,1881.78,2246.51,2742.47,8.0,32,40.2,WEAK,95.0,Financial Services,DISTRIBUTION,1,BLOCKED,OK,STOPPED,2026-08-07,1881.78,Stop Loss Hit,-3.0
2026-08-06,12:50,52WH_Breakout,52-Week High Breakout,AUBANK,BUY,1087.6,1087.6,1063.08,1124.38,1178.52,3.7,37,38.7,WEAK,64.0,Financial Services,DISTRIBUTION,1,BLOCKED,OK,STOPPED,2026-08-10,1063.08,Stop Loss Hit,-2.25
2026-08-06,12:50,52WH_Breakout,52-Week High Breakout,HAL,BUY,4920.0,4920.0,4669.82,5396.6,6167.8,5.0,42,36.1,WEAK,61.0,Capital Goods,DISTRIBUTION,1,BLOCKED,OK,OPEN,,,,
2026-08-06,12:50,52WH_Breakout,52-Week High Breakout,NAVINFLUOR,BUY,8650.0,8650.0,7794.77,9932.84,10788.07,2.5,42,32.2,WEAK,95.0,Chemicals,DISTRIBUTION,1,BLOCKED,OK,OPEN,,,,
2026-08-06,12:50,Last30Min_ATH,Near 52W High (EOD),TITAN,BUY,4998.0,4998.0,4883.9,5645.76,6693.92,8.0,39,54.2,MODERATE,93.0,Consumer Durables,DISTRIBUTION,1,BLOCKED,OK,OPEN,,,,
2026-08-06,12:50,Last30Min_ATH,Near 52W High (EOD),APOLLOHOSP,BUY,8974.5,8974.5,8880.0,9691.38,10851.38,8.0,39,42.1,WEAK,70.0,Healthcare,DISTRIBUTION,1,BLOCKED,OK,STOPPED,2026-08-10,8880.0,Stop Loss Hit,-1.05
2026-08-06,12:50,Last30Min_ATH,Near 52W High (EOD),CHOLAFIN,BUY,1940.0,1940.0,1871.3,2246.51,2742.47,8.0,39,41.5,WEAK,95.0,Financial Services,DISTRIBUTION,1,BLOCKED,OK,STOPPED,2026-08-07,1871.3,Stop Loss Hit,-3.54
