Date,Time,Strategy,Strategy_Name,Symbol,Signal,CMP,Entry,SL,T1,T2,RR,Confidence,RS,Sector,Regime,Regime_Score,Regime_Fit,Status,Exit_Date,Exit_Price,Exit_Reason,PnL_Pct
2026-04-17,11:55,EMA21_Bounce,21 EMA Bounce,ONGC,BUY,284.05,284.05,276.72,295.04,302.37,2.5,55,100.0,Oil Gas & Consumable Fuels,ACCUMULATION,2,CAUTION,OPEN,,,,
2026-04-17,11:55,EMA21_Bounce,21 EMA Bounce,LUPIN,BUY,2326.1,2326.1,2271.86,2407.46,2461.7,2.5,60,75.0,Healthcare,ACCUMULATION,2,CAUTION,OPEN,,,,
2026-04-17,11:55,EMA21_Bounce,21 EMA Bounce,APOLLOHOSP,BUY,7699.0,7699.0,7410.23,8132.16,8420.93,2.5,55,72.0,Healthcare,ACCUMULATION,2,CAUTION,STOPPED,2026-04-17,7410.23,Stop Loss Hit,-3.75
2026-04-17,11:55,52WH_Breakout,52-Week High Breakout,ADANIPOWER,BUY,198.5,198.5,190.48,242.01,312.41,8.0,62,100.0,Power,ACCUMULATION,2,CAUTION,STOPPED,2026-04-17,190.48,Stop Loss Hit,-4.04
2026-04-17,11:55,52WH_Breakout,52-Week High Breakout,NAM-INDIA,BUY,1015.05,1015.05,951.2,1150.55,1369.8,5.6,57,89.0,Financial Services,ACCUMULATION,2,CAUTION,STOPPED,2026-04-17,951.2,Stop Loss Hit,-6.29
2026-04-17,11:55,52WH_Breakout,52-Week High Breakout,ADANIPORTS,BUY,1573.4,1573.4,1529.98,1747.31,2028.71,8.0,57,81.0,Services,ACCUMULATION,2,CAUTION,STOPPED,2026-04-17,1529.98,Stop Loss Hit,-2.76
2026-04-17,11:55,52WH_Breakout,52-Week High Breakout,BHEL,BUY,316.79,316.79,306.22,364.76,442.38,8.0,57,100.0,Capital Goods,ACCUMULATION,2,CAUTION,STOPPED,2026-04-17,306.22,Stop Loss Hit,-3.34
2026-04-17,11:55,52WH_Breakout,52-Week High Breakout,SIEMENS,BUY,3707.9,3707.9,3553.61,4252.91,5134.81,8.0,62,100.0,Capital Goods,ACCUMULATION,2,CAUTION,STOPPED,2026-04-17,3553.61,Stop Loss Hit,-4.16
2026-04-17,11:55,52WH_Breakout,52-Week High Breakout,JINDALSTEL,BUY,1270.0,1270.0,1228.3,1332.55,1418.07,3.6,57,100.0,Metals & Mining,ACCUMULATION,2,CAUTION,STOPPED,2026-04-17,1228.3,Stop Loss Hit,-3.28
2026-04-17,11:55,52WH_Breakout,52-Week High Breakout,TORNTPOWER,BUY,1565.0,1565.0,1509.58,1648.13,1757.07,3.5,57,96.0,Power,ACCUMULATION,2,CAUTION,STOPPED,2026-04-17,1509.58,Stop Loss Hit,-3.54
2026-04-17,11:55,Last30Min_ATH,Last 30 Min ATH,ADANIPOWER,BUY,198.5,198.5,190.66,242.01,312.41,8.0,64,100.0,Power,ACCUMULATION,2,CAUTION,STOPPED,2026-04-17,190.66,Stop Loss Hit,-3.95
2026-04-17,11:55,Last30Min_ATH,Last 30 Min ATH,NAM-INDIA,BUY,1015.05,1015.05,962.0,1150.55,1369.8,6.7,64,89.0,Financial Services,ACCUMULATION,2,CAUTION,STOPPED,2026-04-17,962.0,Stop Loss Hit,-5.23
2026-04-17,11:55,Last30Min_ATH,Last 30 Min ATH,ADANIPORTS,BUY,1573.4,1573.4,1549.2,1747.31,2028.71,8.0,64,81.0,Services,ACCUMULATION,2,CAUTION,STOPPED,2026-04-17,1549.2,Stop Loss Hit,-1.54
2026-04-17,11:55,Last30Min_ATH,Last 30 Min ATH,BHEL,BUY,316.79,316.79,307.38,364.76,442.38,8.0,64,100.0,Capital Goods,ACCUMULATION,2,CAUTION,STOPPED,2026-04-17,307.38,Stop Loss Hit,-2.97
2026-04-17,11:55,Last30Min_ATH,Last 30 Min ATH,SIEMENS,BUY,3707.9,3707.9,3565.0,4252.91,5134.81,8.0,64,100.0,Capital Goods,ACCUMULATION,2,CAUTION,STOPPED,2026-04-17,3565.0,Stop Loss Hit,-3.85
2026-04-17,11:55,Last30Min_ATH,Last 30 Min ATH,CGPOWER,BUY,774.8,774.8,748.35,814.47,929.58,5.9,58,100.0,Capital Goods,ACCUMULATION,2,CAUTION,STOPPED,2026-04-17,748.35,Stop Loss Hit,-3.41
2026-04-17,11:55,Last30Min_ATH,Last 30 Min ATH,BSE,BUY,3531.5,3531.5,3425.0,4150.43,5151.93,8.0,60,100.0,Financial Services,ACCUMULATION,2,CAUTION,STOPPED,2026-04-17,3425.0,Stop Loss Hit,-3.02
2026-04-17,11:55,Last30Min_ATH,Last 30 Min ATH,ABB,BUY,7029.5,7029.5,6833.5,8507.76,10899.76,8.0,60,100.0,Capital Goods,ACCUMULATION,2,CAUTION,STOPPED,2026-04-17,6833.5,Stop Loss Hit,-2.79
