Date,Time,Strategy,Strategy_Name,Symbol,Signal,CMP,Entry,SL,T1,T2,RR,Confidence,RS,Sector,Regime,Regime_Score,Regime_Fit,Status,Exit_Date,Exit_Price,Exit_Reason,PnL_Pct
2026-04-16,12:00,52WH_Breakout,52-Week High Breakout,ADANIPORTS,BUY,1549.8,1549.8,1488.17,1642.24,1703.87,2.5,57,76.0,Services,ACCUMULATION,2,CAUTION,STOPPED,2026-04-16,1488.17,Stop Loss Hit,-3.98
2026-04-16,12:00,52WH_Breakout,52-Week High Breakout,BHEL,BUY,309.26,309.26,291.4,352.58,422.67,6.3,57,92.0,Capital Goods,ACCUMULATION,2,CAUTION,STOPPED,2026-04-16,291.4,Stop Loss Hit,-5.78
2026-04-16,12:00,52WH_Breakout,52-Week High Breakout,PFC,BUY,458.9,458.9,438.48,489.53,529.15,3.4,57,100.0,Financial Services,ACCUMULATION,2,CAUTION,STOPPED,2026-04-16,438.48,Stop Loss Hit,-4.45
2026-04-16,12:00,Last30Min_ATH,Last 30 Min ATH,ADANIPORTS,BUY,1549.8,1549.8,1510.0,1609.5,1649.3,2.5,62,76.0,Services,ACCUMULATION,2,CAUTION,STOPPED,2026-04-16,1510.0,Stop Loss Hit,-2.57
2026-04-16,12:00,Last30Min_ATH,Last 30 Min ATH,ADANIPOWER,BUY,193.19,193.19,183.27,233.42,298.51,8.0,60,100.0,Power,ACCUMULATION,2,CAUTION,STOPPED,2026-04-16,183.27,Stop Loss Hit,-5.13
2026-04-16,12:00,Last30Min_ATH,Last 30 Min ATH,BHEL,BUY,309.26,309.26,293.05,352.58,422.67,7.0,64,92.0,Capital Goods,ACCUMULATION,2,CAUTION,STOPPED,2026-04-16,293.05,Stop Loss Hit,-5.24
2026-04-16,12:00,Last30Min_ATH,Last 30 Min ATH,ABB,BUY,6883.5,6883.5,6732.5,7110.0,8271.53,8.0,60,100.0,Capital Goods,ACCUMULATION,2,CAUTION,STOPPED,2026-04-16,6732.5,Stop Loss Hit,-2.19
2026-04-16,12:00,Last30Min_ATH,Last 30 Min ATH,HINDALCO,BUY,1039.9,1039.9,1013.0,1165.94,1369.89,8.0,60,88.0,Metals & Mining,ACCUMULATION,2,CAUTION,STOPPED,2026-04-16,1013.0,Stop Loss Hit,-2.59
2026-04-16,12:00,Last30Min_ATH,Last 30 Min ATH,SAIL,BUY,171.32,171.32,166.61,189.87,219.89,8.0,60,91.0,Metals & Mining,ACCUMULATION,2,CAUTION,STOPPED,2026-04-16,166.61,Stop Loss Hit,-2.75
2026-04-16,12:00,Failed_Breakout_Short,Failed Breakout Short,FEDERALBNK,SHORT,284.4,284.4,297.78,264.33,250.95,2.5,62,86.0,Financial Services,ACCUMULATION,2,CAUTION,OPEN,,,,
2026-04-16,12:00,Failed_Breakout_Short,Failed Breakout Short,HCLTECH,SHORT,1450.2,1450.2,1488.07,1393.4,1355.53,2.5,62,37.0,Information Technology,ACCUMULATION,2,CAUTION,OPEN,,,,
2026-04-16,12:00,Failed_Breakout_Short,Failed Breakout Short,BAJAJ-AUTO,SHORT,9825.0,9825.0,10054.81,9480.28,9250.47,2.5,62,69.0,Automobile and Auto Components,ACCUMULATION,2,CAUTION,TARGET,2026-04-16,9480.28,Target 1 Hit,3.51
2026-04-16,12:00,Failed_Breakout_Short,Failed Breakout Short,ICICIBANK,SHORT,1345.5,1345.5,1378.15,1296.52,1263.87,2.5,62,52.0,Financial Services,ACCUMULATION,2,CAUTION,TARGET,2026-04-16,1296.52,Target 1 Hit,3.64
2026-04-16,12:00,Failed_Breakout_Short,Failed Breakout Short,JSWSTEEL,SHORT,1214.9,1214.9,1252.64,1158.29,1120.55,2.5,62,67.0,Metals & Mining,ACCUMULATION,2,CAUTION,OPEN,,,,
2026-04-16,12:00,Failed_Breakout_Short,Failed Breakout Short,SBIN,SHORT,1067.15,1067.15,1098.78,1019.71,988.08,2.5,57,72.0,Financial Services,ACCUMULATION,2,CAUTION,OPEN,,,,
