Date,Time,Strategy,Strategy_Name,Symbol,Signal,CMP,Entry,SL,T1,T2,RR,Confidence,SQI,SQI_Grade,RS,Sector,Regime,Regime_Score,Regime_Fit,Data_Quality,Status,Exit_Date,Exit_Price,Exit_Reason,PnL_Pct
2026-07-28,12:30,VCP,VCP (Minervini v2),APOLLOHOSP,BUY,8903.0,9009.0,8656.5,9791.7,11058.2,5.8,46,42.2,WEAK,84.0,Healthcare,PANIC,-4,BLOCKED,OK,OPEN,,,,
2026-07-28,12:30,EMA21_Bounce,21 EMA Bounce,APOLLOHOSP,BUY,8903.0,8903.0,8739.26,9148.61,9312.35,2.5,50,79.6,STRONG,84.0,Healthcare,PANIC,-4,BLOCKED,OK,OPEN,,,,
2026-07-28,12:30,EMA21_Bounce,21 EMA Bounce,INDHOTEL,BUY,734.7,734.7,718.32,759.27,775.65,2.5,50,74.3,STRONG,83.0,Consumer Services,PANIC,-4,BLOCKED,OK,OPEN,,,,
2026-07-28,12:30,EMA21_Bounce,21 EMA Bounce,GAIL,BUY,175.15,175.15,170.79,181.69,186.05,2.5,50,73.5,STRONG,65.0,Oil Gas & Consumable Fuels,PANIC,-4,BLOCKED,OK,OPEN,,,,
2026-07-28,12:30,EMA21_Bounce,21 EMA Bounce,PRESTIGE,BUY,1682.3,1682.3,1611.22,1788.92,1860.0,2.5,50,72.0,STRONG,89.0,Realty,PANIC,-4,BLOCKED,OK,OPEN,,,,
2026-07-28,12:30,EMA21_Bounce,21 EMA Bounce,MOTHERSON,BUY,147.86,147.86,143.23,154.81,159.44,2.5,45,70.6,STRONG,95.0,Automobile and Auto Components,PANIC,-4,BLOCKED,OK,OPEN,,,,
2026-07-28,12:30,EMA21_Bounce,21 EMA Bounce,OFSS,BUY,11334.0,11334.0,10836.48,12080.28,12577.8,2.5,50,70.5,STRONG,91.0,Information Technology,PANIC,-4,BLOCKED,OK,OPEN,,,,
2026-07-28,12:30,EMA21_Bounce,21 EMA Bounce,PETRONET,BUY,277.8,277.8,268.28,292.08,301.6,2.5,50,69.8,STRONG,54.0,Oil Gas & Consumable Fuels,PANIC,-4,BLOCKED,OK,OPEN,,,,
2026-07-28,12:30,EMA21_Bounce,21 EMA Bounce,CIPLA,BUY,1444.6,1444.6,1408.57,1498.64,1534.67,2.5,50,69.1,STRONG,74.0,Healthcare,PANIC,-4,BLOCKED,OK,OPEN,,,,
2026-07-28,12:30,EMA21_Bounce,21 EMA Bounce,ASIANPAINT,BUY,2736.2,2736.2,2659.99,2850.52,2931.98,2.6,50,68.4,STRONG,77.0,Consumer Durables,PANIC,-4,BLOCKED,OK,OPEN,,,,
2026-07-28,12:30,EMA21_Bounce,21 EMA Bounce,PAGEIND,BUY,40370.0,40370.0,39272.86,42015.71,43112.85,2.5,45,67.4,STRONG,71.0,Textiles,PANIC,-4,BLOCKED,OK,OPEN,,,,
2026-07-28,12:30,52WH_Breakout,52-Week High Breakout,LAURUSLABS,BUY,1758.9,1758.9,1711.51,2127.14,2723.0,8.0,37,40.5,WEAK,100.0,Healthcare,PANIC,-4,BLOCKED,OK,OPEN,,,,
2026-07-28,12:30,Last30Min_ATH,Near 52W High (EOD),TITAN,BUY,4849.7,4849.7,4712.9,5405.81,6305.67,8.0,35,48.5,WEAK,73.0,Consumer Durables,PANIC,-4,BLOCKED,OK,OPEN,,,,
2026-07-28,12:30,Last30Min_ATH,Near 52W High (EOD),TVSMOTOR,BUY,3993.5,3993.5,3852.0,4466.58,5232.08,8.0,39,44.9,WEAK,80.0,Automobile and Auto Components,PANIC,-4,BLOCKED,OK,OPEN,,,,
2026-07-28,12:30,Last30Min_ATH,Near 52W High (EOD),MARICO,BUY,883.25,883.25,857.25,937.88,1026.28,5.5,35,41.7,WEAK,79.0,Fast Moving Consumer Goods,PANIC,-4,BLOCKED,OK,OPEN,,,,
2026-07-28,12:30,Last30Min_ATH,Near 52W High (EOD),LAURUSLABS,BUY,1758.9,1758.9,1707.7,2127.14,2723.0,8.0,39,40.5,WEAK,100.0,Healthcare,PANIC,-4,BLOCKED,OK,OPEN,,,,
2026-07-28,12:30,Failed_Breakout_Short,Failed Breakout Short,HAL,SHORT,4600.1,4600.1,4671.21,4454.13,4392.0,2.9,77,41.7,WEAK,63.0,Capital Goods,PANIC,-4,IDEAL,OK,OPEN,,,,
